Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,Power
1.0,-0.9477699817019886,-0.9442246713038479,0.2726858553859173,0.23574841821494558,-1.7034626774304178,0.0,0.6261219897369392
0.0,-0.8977149892700662,-0.8768215386556059,-0.8380949209142838,0.631531575718007,-1.6561115269071662,0.0,0.49476301285864416
0.0,-0.9477699817019886,-1.0116278039521283,-0.13900212464143002,0.982082372363576,-1.6245440932249984,0.0,1.4653917225863262
0.0,-0.8977149892700662,-0.9442246713038479,-0.6439024775051578,-0.1374185588593692,-1.5929766595428307,0.0,-0.4512000855615474
0.0,-0.8977149892700662,-0.8768215386556059,-0.8380949209142838,-0.08087810778750329,-1.5614092258606629,0.0,-0.4824314424426249
1.0,-0.9477699817019886,-0.9442246713038479,-0.7060440593960782,0.13397560628558705,-1.529841792178495,0.0,-0.10925253085655763
0.0,-0.9477699817019886,-0.9442246713038479,0.08626110971315623,-0.0582619273587566,-1.4509232079730756,0.0,0.07559083320256055
1.0,-0.8476599968381152,-0.8768215386556059,1.1737387928042622,-1.3700003922260462,-1.4193557742909078,0.0,-1.4346628449422991
1.0,-0.7475500119742419,-0.674612140710803,1.7485484252952754,-1.4378489335122855,-1.3720046237676562,0.0,-1.3165895881340497
2.0,-0.7976050044061929,-0.7420152733590833,2.067024032486242,-1.9014806323015863,-1.3246534732444044,0.0,-1.9949985544305282
2.0,-0.697495019542291,-0.6072090080625226,-0.7215794548688083,0.40536977143054337,-1.245734889038985,0.0,0.25774620746309473
1.0,-0.697495019542291,-0.6072090080625226,-1.374066064723472,1.1743199060079204,-1.1668163048335656,0.0,0.8508665794127306
1.0,-0.697495019542291,-0.5398058754142806,1.7563161230316404,-1.2116871292248217,-1.1194651543103138,0.0,-0.9296953187642288
1.0,-0.6474400271103685,-0.5398058754142806,-0.8225595254415538,0.5523749442173952,-0.9616279858994748,0.0,0.3962327638482895
2.0,-0.5973850346784176,-0.5398058754142806,-1.6304000900235183,1.5587949732966084,-0.9142768353762232,0.0,1.1542679197519734
1.0,-0.5473300422464953,-0.4724027427660002,0.9018693720314858,-0.9289848738654921,-0.8353582511708038,0.0,-0.8437677760226399
2.0,-0.5473300422464953,-0.4724027427660002,-1.0944289462143302,0.22444032800057304,-0.7880071006475521,0.0,-0.2188652296102504
0.0,-0.5973850346784176,-0.4724027427660002,-0.5118516159869521,0.46191022250240926,-0.7090885164421326,0.0,0.46938133869497467
1.0,-0.5473300422464953,-0.4724027427660002,0.5057167874768685,-1.1325304977242097,-0.6775210827599648,0.0,-1.3398671391357138
0.0,-0.49727504981454435,-0.4049996101177581,1.880599286813481,-1.6979350084428688,-0.6301699322367131,0.0,-1.7095869163088502
1.0,-0.49727504981454435,-0.4049996101177581,0.3503628327495677,-0.3861965435755796,-0.5986024985545453,0.0,-0.27253689476884413
0.0,-0.49727504981454435,-0.33759647746947774,2.6806721536590805,-1.969329173587825,-0.5512513480312936,0.0,-1.9100074015777893
0.0,-0.44722005738259346,-0.33759647746947774,-0.030254356332319418,-0.19395900993123513,-0.5196839143491259,0.0,-0.19071845118656405
2.0,-0.44722005738259346,-0.4049996101177581,2.2922872668408285,-1.8223240008009736,-0.48811648066695806,0.0,-1.7789899316001327
0.0,-0.44722005738259346,-0.4049996101177581,-0.5972962910869676,0.3940616812161708,-0.4091978964615386,0.0,0.31997757784094644
0.0,-0.49727504981454435,-0.4049996101177581,1.3756989339497534,-1.2003790390104485,-0.3776304627793708,0.0,-1.0729850044616447
1.0,-0.44722005738259346,-0.33759647746947774,-1.374066064723472,0.8463852897910982,-0.346063029097203,0.0,0.42309062913085316
0.0,-0.49727504981454435,-0.4049996101177581,2.191307196268083,-1.7205511888716152,-0.2987118785739513,0.0,-1.6359536219902886
0.0,-0.49727504981454435,-0.4049996101177581,-0.7526502458142684,0.8576933800054708,-0.2671444448917835,0.0,0.8635133510880298
0.0,-0.5473300422464953,-0.4724027427660002,1.1582033973315322,-0.9289848738654921,-0.23557701120961574,0.0,-0.7256174047529551
1.0,-0.5973850346784176,-0.6072090080625226,0.3348274372768376,-0.6802068891492817,-0.20400957752744794,0.0,-0.7272918902012524
1.0,-0.5973850346784176,-0.5398058754142806,-0.496316220514222,0.8916176506485908,-0.15665842700419627,0.0,1.087090207490664
1.0,-0.5473300422464953,-0.5398058754142806,0.5057167874768685,-0.45404508486181805,-0.10930727648094458,0.0,-0.2948560231783892
0.0,-0.5973850346784176,-0.6072090080625226,-0.5972962910869676,-0.17134282950248844,-0.0619561259576929,0.0,-0.4726489221920437
2.0,-0.5473300422464953,-0.5398058754142806,-1.06335815526887,1.1290875451504279,-0.030388692275525108,0.0,1.0152746111916369
0.0,-0.5973850346784176,-0.6072090080625226,-1.2886213896234564,1.3326331690091449,0.04852989192989436,0.0,1.1209985378186915
0.0,-0.5973850346784176,-0.6072090080625226,-1.195409016787076,0.5297587637886485,0.08009732561206215,0.0,0.12509831744367536
0.0,-0.5973850346784176,-0.6072090080625226,-1.1488028303688855,1.1403956353648004,0.11166475929422993,0.0,0.9689067871660785
1.0,-0.5973850346784176,-0.6072090080625226,-1.1488028303688855,0.9481581017204567,0.14323219297639772,0.0,0.7127105135765419
2.0,-0.5973850346784176,-0.5398058754142806,-1.1177320394234254,0.8803095604342175,0.19058334349964942,0.0,0.6436600215375314
1.0,-0.5973850346784176,-0.6072090080625226,-0.3409622657869211,0.7672286582904856,0.26950192770506887,0.0,1.0157923797184127
0.0,-0.5973850346784176,-0.6072090080625226,-0.2089114042687154,0.9481581017204567,0.31685307822832054,0.0,1.3672029804766117
1.0,-0.6474400271103685,-0.674612140710803,2.54085359440451,-1.6866269182284954,0.34842051191048834,0.0,-1.4486315788136246
0.0,-0.5973850346784176,-0.6072090080625226,-0.7604179435506334,0.631531575718007,0.39577166243374,0.0,0.5457687209219206
2.0,-0.5973850346784176,-0.5398058754142806,-0.7060440593960782,1.4909464320103694,0.4273390961159078,0.0,1.7745435984782765
1.0,-0.5473300422464953,-0.5398058754142806,-0.8070241299688237,0.38275359100179746,0.5062576803213273,0.0,0.17295334893976125
0.0,-0.5473300422464953,-0.6072090080625226,-1.0322873643234098,1.6040273341541011,0.5851762645267468,0.0,1.6775115732900818
2.0,-0.5973850346784176,-0.674612140710803,-0.14676982237779507,0.3488293203586774,0.6167436982089145,0.0,0.536426854736681
0.0,-0.6474400271103685,-0.674612140710803,0.38143362369502787,-0.6349745282917892,0.695662282414334,0.0,-0.6353934848742867
